customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_000157,Female,0,Yes,No,29,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,72.48772180055823,3253.805561786141,No
CUST_000158,Male,0,No,No,33,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,79.96401440689662,1294.2139476208786,Yes
CUST_000159,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,One year,No,Electronic check,76.66674537501646,209.49017545482693,No
CUST_000160,Male,0,No,Yes,55,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,85.41683119919323,4062.7054447386545,Yes
CUST_000161,Male,1,Yes,No,10,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,50.77495166078202,2506.5788249095517,Yes
CUST_000162,Female,0,No,Yes,47,Yes,Yes,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,32.6426227155028,1603.5068404428298,No
CUST_000163,Female,0,Yes,No,23,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,96.08075414310771,599.4663432247933,Yes
CUST_000164,Female,0,Yes,No,21,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer,105.0780382630682,407.3357954168032,No
CUST_000165,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,45.70062322224322,1809.4469367963688,No
CUST_000166,Female,0,No,No,33,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,No,Mailed check,60.709195615801974,4043.2116173580084,No
CUST_000167,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer,69.85692169635553,4601.74637173577,No
CUST_000168,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Credit card,73.33268427529364,4494.081686604017,No
CUST_000169,Female,0,No,No,17,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,Yes,Two year,No,Mailed check,85.94901710876519,4608.004090273309,No
CUST_000170,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Electronic check,24.160323335532134,4547.85418133378,No
CUST_000171,Male,1,Yes,Yes,47,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer,92.1477082734017,2683.4012828419395,Yes
CUST_000172,Male,0,Yes,No,25,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,26.197100697941025,1175.1366289288287,No
CUST_000173,Female,0,No,Yes,21,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,66.8288567672868,4010.42825590042,No
CUST_000174,Female,0,Yes,No,12,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,102.76711355691941,1147.1935767776372,No
CUST_000175,Female,1,No,Yes,37,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,65.12153132783962,1409.3156561071885,No
CUST_000176,Male,0,No,Yes,42,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,34.90897487682478,1242.9461769304874,No
CUST_000177,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,118.50338450059597,2623.4137781094487,No
CUST_000178,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,108.92854620742632,1676.9547900284915,No
CUST_000179,Male,1,Yes,Yes,28,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,97.1313633225014,855.3646431641731,No
CUST_000180,Male,1,Yes,Yes,41,Yes,No phone service,No,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,61.15116028992104,2320.5497182800236,Yes
CUST_000181,Male,0,Yes,Yes,47,Yes,No,No,No,No,No,No,No internet service,Yes,Two year,No,Bank transfer,38.38457268892978,4382.145470047318,No
CUST_000182,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Two year,No,Mailed check,114.14111814185013,2895.708989254864,Yes
CUST_000183,Male,0,No,Yes,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,73.2351126517139,4403.844468849176,No
CUST_000184,Male,1,No,No,13,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card,105.23554603874851,1059.7737068877732,No
CUST_000185,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,54.20950057594258,918.1719809955147,Yes
CUST_000186,Female,0,Yes,No,31,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,53.52883170794706,2920.3279159222593,No
CUST_000187,Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,118.55404806740391,2370.3116175767377,No
CUST_000188,Male,0,No,No,16,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card,72.18330484948498,3334.8459440700885,No
CUST_000189,Female,0,No,No,9,Yes,No phone service,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,34.06954238607463,3993.67127603123,Yes
CUST_000190,Male,0,No,No,38,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,41.96746779947074,3781.405748695665,No
CUST_000191,Male,0,No,Yes,54,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,68.19442793927207,4717.07975092695,No
CUST_000192,Male,0,Yes,No,56,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Electronic check,24.247091048841135,2051.4564048693564,No
CUST_000193,Male,0,Yes,Yes,45,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Bank transfer,66.25339853783005,1111.2950370160856,No
CUST_000194,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer,61.894084208012764,2799.47193574464,No
CUST_000195,Female,0,No,No,9,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,97.93362653194869,642.6412889368095,No
CUST_000196,Female,0,No,Yes,8,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,55.49419644892418,1515.370504324994,No
CUST_000197,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,118.25487615395994,1118.651470789408,Yes
CUST_000198,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,38.076991930090315,2043.1622123056964,Yes
CUST_000199,Male,0,No,Yes,18,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Two year,No,Electronic check,79.09866849681349,644.9612175108554,Yes
CUST_000200,Male,0,Yes,No,3,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,28.969929700825464,256.02454828567943,No
CUST_000201,Female,0,Yes,No,28,No,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,93.3863983993982,3318.290622687156,No
CUST_000202,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer,119.47536880619715,3090.2199936200436,No
CUST_000203,Male,0,Yes,No,44,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,101.91386377516322,3570.9587865894396,No
CUST_000204,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,75.57035407203013,3335.8935573295853,No
CUST_000205,Male,1,No,No,28,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,68.4741357399692,660.0439375976791,No
CUST_000206,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,103.50299612668469,1526.286518740667,Yes
CUST_000207,Female,1,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,113.59740847107243,734.6803885117266,Yes
CUST_000208,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,118.9206525798093,4230.5647700379595,No
CUST_000209,Male,0,Yes,No,21,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,59.65392275644841,3759.827911242064,No
CUST_000210,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Bank transfer,119.09174747945123,1087.4823142993878,No
CUST_000211,Male,0,No,No,57,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer,35.59262521738315,1772.4152784004777,No
CUST_000212,Male,0,No,Yes,49,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,45.354977593190924,4836.41346209465,No
CUST_000213,Male,0,No,Yes,54,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,28.90161247338962,3011.380853610292,No
CUST_000214,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,47.173851648448164,4025.6624267756706,No
CUST_000215,Male,1,No,Yes,53,Yes,No,DSL,No,No,No,No internet service,No,No,Two year,No,Mailed check,96.79375516180112,1396.4960703667728,Yes
CUST_000216,Female,1,Yes,No,44,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,105.29243581784498,1129.2593088785954,No
CUST_000217,Male,1,No,Yes,47,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Electronic check,97.88926451025718,3941.1929513480873,No
CUST_000218,Female,0,Yes,No,53,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,83.10657781676963,3460.7750306340567,No
CUST_000219,Male,0,No,No,46,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,71.39665125226456,3436.791853137642,Yes
CUST_000220,Male,1,No,Yes,13,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card,90.87042892136465,2807.90945096305,No
CUST_000221,Male,0,No,No,37,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,59.08335492672218,2861.533879605089,No
CUST_000222,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,104.13083514997018,3704.9177760006437,No
CUST_000223,Female,0,Yes,Yes,2,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,87.71900939767855,1423.0121574938569,Yes
CUST_000224,Female,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,89.78046984944085,1828.5654826990833,Yes
CUST_000225,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,73.59359931290712,4371.020175548269,No
CUST_000226,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer,108.52289842111726,1613.439484959573,No
CUST_000227,Female,0,No,No,25,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,45.20147336790525,2776.9168997585653,Yes
CUST_000228,Male,0,Yes,No,3,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,58.11476533610507,3542.933373632752,No
CUST_000229,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,97.7642569677689,4999.631651482565,Yes
CUST_000230,Female,0,No,Yes,12,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,69.27488961293378,2232.9275243271263,No
CUST_000231,Female,1,No,Yes,54,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,One year,No,Electronic check,108.92140134241909,2197.6550954622244,No
CUST_000232,Female,0,Yes,No,24,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,54.63993197628523,4228.683059224971,No
CUST_000233,Female,0,No,No,29,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer,56.93301688196448,4046.96524517333,No
CUST_000234,Female,0,No,No,43,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,108.87357893866253,3682.2718204992875,No
CUST_000235,Female,1,No,No,25,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,66.4370320182041,2369.8252233042417,No
CUST_000236,Female,0,Yes,No,60,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,71.61245842024867,1687.3016887875074,No
CUST_000237,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,53.27637153356794,3082.7793646657583,No
CUST_000238,Male,0,No,No,28,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No,Two year,No,Electronic check,47.66699421790819,4393.494136345041,No
CUST_000239,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card,85.5948710838392,4430.509545222074,No
CUST_000240,Female,0,No,No,47,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,One year,No,Bank transfer,31.984066154120388,631.6418908451483,Yes
CUST_000241,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,107.92726411829092,2198.9163906844383,Yes
CUST_000242,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,97.92031367651079,2377.1375853738723,No
CUST_000243,Male,0,No,Yes,53,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,39.07482637058028,4890.315300866391,No
CUST_000244,Male,0,No,No,42,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer,89.40199458245654,3422.190274688664,Yes
CUST_000245,Female,1,No,Yes,59,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,80.26329212856348,2095.5074445841456,No
CUST_000246,Male,0,No,Yes,47,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,38.45350507366441,227.6836413294057,No
CUST_000247,Male,0,Yes,Yes,34,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Electronic check,47.32035060502325,2870.3872844860603,No
CUST_000248,Male,1,Yes,Yes,37,Yes,No,No,No,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,60.89865037338344,570.7722806279451,Yes
CUST_000249,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,89.92427352454739,4188.804791004039,No
CUST_000250,Female,0,Yes,Yes,7,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,One year,No,Mailed check,83.8723408817006,3787.3414367947744,No
CUST_000251,Male,1,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,73.22348476766979,2356.494883550076,No
CUST_000252,Female,0,Yes,Yes,33,No,Yes,No,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,96.84105431140343,2203.1328197543285,Yes
CUST_000253,Male,0,Yes,No,55,Yes,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer,95.79377396061659,4496.960931286966,No
CUST_000254,Male,0,No,No,58,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,81.7859154062256,1513.4459170488292,No
CUST_000255,Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,98.69900833848253,1320.197814323177,No
CUST_000256,Male,0,No,No,57,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,53.42633747792092,4702.067420846234,No
CUST_000257,Female,0,No,No,12,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,108.12495283226056,4065.304600092065,No
CUST_000258,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card,81.49100858019408,4121.065406029254,No
CUST_000259,Male,0,Yes,Yes,43,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,102.23635138124305,1056.449689952035,Yes
CUST_000260,Male,0,No,Yes,7,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,74.6279104790284,802.1503580115786,No
CUST_000261,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,41.84382449886804,227.544794103961,Yes
CUST_000262,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,74.24101286783086,1261.503393701532,Yes
CUST_000263,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,57.11116637765881,3893.5334094001914,No
CUST_000264,Male,0,No,Yes,45,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.74990360370946,1276.1882519443338,No
CUST_000265,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,67.57937917347357,3672.6060896148933,No
CUST_000266,Female,0,No,Yes,4,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,103.61128049276877,1334.3505003003654,No
CUST_000267,Female,1,Yes,No,67,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer,87.80725123219167,2036.933239958291,No
CUST_000268,Male,0,No,Yes,29,Yes,No,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,88.4544433031324,4917.495220565901,Yes
CUST_000269,Male,1,No,No,29,Yes,Yes,No,Yes,No,Yes,No internet service,No,No,One year,Yes,Mailed check,41.715533349106494,1299.5774832922643,Yes
CUST_000270,Female,0,Yes,No,28,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card,118.42497664912904,1944.2160737615116,Yes
CUST_000271,Female,1,Yes,No,44,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,104.16752092714887,1575.3271842795468,No
CUST_000272,Female,0,No,No,4,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,98.90048845606947,637.1624330170112,Yes
CUST_000273,Female,0,Yes,No,9,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,53.02152251600275,2500.481296441042,No
CUST_000274,Male,0,No,Yes,5,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Bank transfer,73.5631652847232,1955.5842503317112,No
CUST_000275,Female,0,No,Yes,56,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,33.71031880743286,3504.9467204556727,Yes
CUST_000276,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,73.84759766627059,4106.213280062577,Yes
CUST_000277,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Mailed check,34.58892464832873,2766.8236010286287,No
CUST_000278,Male,0,No,Yes,32,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer,75.30378439896012,257.76246822795065,No
CUST_000279,Female,0,No,Yes,28,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,84.87218801549056,3132.7195455501355,No
CUST_000280,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,59.01959672499024,371.41457710260204,No
CUST_000281,Female,0,Yes,No,17,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,69.85448783312933,3120.145985635222,No
CUST_000282,Female,0,Yes,No,59,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,107.56533876745858,3456.6467514190235,No
CUST_000283,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,30.856314470280935,1069.0613753258403,No
CUST_000284,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,99.17328929996529,4114.796128736678,No
CUST_000285,Male,1,No,No,26,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,37.075455099619646,4564.317144712838,No
CUST_000286,Male,0,No,No,25,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,One year,No,Mailed check,23.67079828046284,4084.1261241577163,No
CUST_000287,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,38.55746027450478,1595.0350320392026,No
CUST_000288,Male,0,No,Yes,45,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,96.50431899704897,2974.5507609836086,No
CUST_000289,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,60.512607333686,4582.594231037016,Yes
CUST_000290,Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,107.2520516846182,1671.2571584919647,No
CUST_000291,Male,0,No,No,68,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,No,Electronic check,72.47075411822658,4118.136329100583,No
CUST_000292,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,22.225035192633097,146.42814318231297,No
CUST_000293,Female,0,Yes,Yes,65,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.67136096019267,117.86884364491372,Yes
CUST_000294,Female,0,No,Yes,49,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card,31.02329087212327,3822.5871356609405,No
CUST_000295,Female,1,No,No,47,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Electronic check,98.93796334619245,3831.0931524228936,Yes
CUST_000296,Female,1,No,No,52,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer,36.810254980518,3965.9882204762393,Yes
CUST_000297,Male,0,No,No,54,No,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,54.54463858055134,4657.131505651995,Yes
CUST_000298,Male,0,No,Yes,60,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,96.12714296253603,677.7409279193927,No
CUST_000299,Female,1,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No internet service,No,One year,Yes,Mailed check,115.42313574764216,1236.726426420073,No
CUST_000300,Male,0,No,No,47,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,57.143395064673236,4528.252109831657,No
CUST_000301,Male,0,No,No,31,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,102.94002201989358,968.4573690845318,No
CUST_000302,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,39.07922654758387,3442.9234111252613,No
CUST_000303,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,100.71797702024911,2699.2687001999952,No
CUST_000304,Female,0,No,Yes,5,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,85.7494059256251,507.6490165723855,Yes
CUST_000305,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,39.27435072123684,1497.791943513511,No
CUST_000306,Female,1,No,No,54,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,50.25039603514116,2649.8238605607426,No
CUST_000307,Female,1,Yes,No,33,No,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,33.1770888597036,4276.515571750787,No
CUST_000308,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,58.29670110643133,3566.938599111901,No
CUST_000309,Female,0,No,Yes,38,No,Yes,No,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,40.36486411232774,3147.227491129172,No
CUST_000310,Female,1,Yes,Yes,27,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,84.39979536304735,2530.5611607129326,Yes
CUST_000311,Male,1,Yes,Yes,15,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,119.45051042205587,1563.551520689258,No
CUST_000312,Female,0,Yes,No,61,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,21.200916308426415,684.3000654643798,Yes
CUST_000313,Male,1,Yes,No,21,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Credit card,74.09198132872987,2104.4725693738683,Yes
CUST_000314,Male,1,Yes,Yes,46,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,77.36665975490098,239.7406201653336,No
